Destination Port,Flow Duration,Total Fwd Packets,Total Bwd Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Bwd IAT Total,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Label
44350.0,539000.1622752589,245.0,195.0,461573.05044564995,103415.56296485924,973.3889602341391,24.02526381736824,810.0305565987037,31.99346973495612,261141.46445085606,6548.503054427166,4958.0368334342265,3678.9390861848237,26499.317998933868,42567.737617528146,0.0,0.0,131.39228489283977,90.62486219144459,BENIGN
37960.0,596325.0047834581,244.0,240.0,457292.6664825107,441842.870838937,843.4927118534526,39.854881623097704,833.5855829229502,31.714099262988277,374623.697114573,4667.073695424919,4561.326871888034,7701.57592701891,37349.81265439248,30883.333377223436,0.0,1.0,110.61265940922054,85.74003497221737,BENIGN
31837.0,454887.6793943746,335.0,267.0,502996.99943367403,721202.2552146676,934.9539761153925,20.9460925068481,1184.4446897965947,27.997477204262946,360368.0889971798,5658.17598769246,2910.5574710993237,6152.539757178819,42744.89555604197,50680.32592051843,0.0,0.0,87.44398383191839,104.59817599228482,BENIGN
24811.0,561366.5663194387,340.0,278.0,311602.54494689696,560311.1540283002,1152.1796509497115,14.231156925984134,684.161623545094,26.11461492434067,436331.92544409697,4550.729516507348,7008.83772546803,7395.541752829291,53657.757580512865,62272.28920143435,0.0,0.0,123.09637815687489,93.94889461293009,MALICIOUS
24959.0,414774.6954786642,328.0,242.0,426208.5638937846,629276.6162619018,852.5784335186889,17.307875138166978,637.996567473407,35.58032646574117,455475.4868952483,4320.726301577064,2863.0636570137904,6567.210711886025,38736.03989186058,24825.672644128426,0.0,0.0,51.78069440536408,100.34340435112716,MALICIOUS
30522.0,298065.0021623279,271.0,324.0,583888.9141834772,728872.2154612624,352.45429576985646,42.38338664558148,768.583114411528,43.2656131591143,589435.3399463759,2127.739124484922,4858.11266585553,5558.75002657559,38781.242360665616,41406.89215718337,0.0,1.0,118.61320723048243,88.68104739733305,MALICIOUS
34018.0,420559.57397534413,313.0,154.0,300465.7820574442,365256.64397398505,69.04338967603876,26.65356876347337,471.7383513294487,24.799612452366645,503504.43341316807,4900.255684701002,3076.0804859588875,7610.648561069981,39444.38747795224,38670.67904480503,0.0,0.0,167.67088197835741,37.253095439635366,MALICIOUS
15256.0,242842.0640092134,327.0,264.0,495859.6541520744,573180.0153820249,736.4084450405747,24.67904941641631,671.2358359463087,33.20245584432877,474145.66480222414,5714.44679061271,2881.730993768679,5417.312261824105,43625.991306987584,43061.91119084674,1.0,0.0,74.8645606378052,86.09451099352022,BENIGN
34284.0,613672.250553109,335.0,209.0,396970.6972322646,454602.1960501601,973.1676741957758,31.735795482791723,1137.9856998667633,38.64094946481924,236398.18747434553,3388.1375239858803,5460.338843193893,8310.57642222358,62471.82550843609,27730.280572548298,0.0,0.0,92.71602168000139,63.109914745471585,BENIGN
24169.0,445524.92585225176,182.0,239.0,156564.0699972376,573519.7239777751,816.8900685117237,25.242228306492734,788.2458595342533,28.146537784378346,483089.5995199479,9707.653623401357,3959.4913050288064,6095.538608651023,20832.638348251792,61166.656017275425,0.0,0.0,82.89980280533736,87.09292753274013,MALICIOUS
30702.0,256391.144356005,368.0,412.0,593964.9913021385,683504.1843994472,1093.2613646078134,24.388832973637232,877.4093058753294,40.646437319734865,780778.2706014726,4122.105133945454,293.68736855022973,9472.219869164423,41223.17623032132,43467.54813527932,1.0,0.0,62.22147129748395,148.36927732203895,BENIGN
39537.0,572535.6965480305,135.0,290.0,291595.98778453696,346157.12031561,854.6218700887036,16.546723948424848,911.8541445149777,41.708134897486126,546371.9578393023,5910.280399366622,2988.3647677254544,5695.763999519036,40255.2998000268,58479.4823278949,1.0,0.0,107.48037138963682,70.68168602924159,BENIGN
25717.0,386842.7137546921,360.0,243.0,587172.60742172,679463.5309451682,923.0656272568247,14.535732159179668,380.93501359659217,0.0,431288.26559745596,4544.2612605166905,4323.088017580145,7615.478731022767,56611.698122723865,34654.51826761187,0.0,1.0,98.55896332214216,111.2875899620404,BENIGN
30864.0,647674.8191801764,203.0,233.0,410838.417209324,520431.4351757049,742.0442745582969,40.22518827517338,946.0206649897183,43.53314507031442,331312.921451173,6521.380064178393,4537.645317600337,7442.812751954169,43539.25201026045,66831.15100012296,0.0,0.0,111.72100379308458,95.1820694148675,BENIGN
46137.0,614322.8271131824,320.0,171.0,552274.9558799866,507656.8516919915,762.7590930473345,39.565398997286174,678.5318329873345,31.772815661867618,351139.3176005916,4190.305747900022,5818.113278138761,3328.7207369942985,40763.055507715915,26782.073696123654,0.0,1.0,119.95338237109875,105.0318233886675,BENIGN
21171.0,331428.5722288518,360.0,203.0,274211.3096581621,534923.1792533211,241.175411369975,36.46470609149753,676.5273400347947,20.34720917612813,620025.5833046022,5177.602558185461,5332.93348707851,7367.7584661965875,43077.41129054313,52041.39676934189,0.0,0.0,93.88802247989794,76.97761715351862,MALICIOUS
21962.0,552929.2730561347,305.0,254.0,580429.5652766058,443639.1288234946,808.7035939359004,27.846938530187476,796.9682717564995,42.69686316988672,448350.25109119475,7097.549141668659,3875.1265650531595,5396.255757499424,1635.557855098922,52578.66635921885,1.0,0.0,129.11810207115184,89.52028301467433,BENIGN
41411.0,383133.4765915561,418.0,177.0,560411.6289726556,59515.999008537845,893.0064311843983,17.47549943824346,419.4232930082044,39.86024513246174,353361.9879656546,2765.5744531206356,6240.249410994474,5159.790971635321,35855.004793175474,36579.10189066542,0.0,1.0,116.21807601521823,88.0779247825536,BENIGN
21803.0,463806.090032447,396.0,268.0,151165.25595941028,622299.7154183155,1269.5545596760815,26.602075828044068,572.923148771397,48.81256488424378,517357.3364923363,4292.687695793557,7027.178463721969,5926.279317841433,57061.102626494256,39630.26805282031,0.0,0.0,101.52983897180108,64.6360798827124,MALICIOUS
28462.0,441000.4286092606,259.0,262.0,362630.3441858553,428257.5776681367,663.4123295217142,36.46636343629085,899.4221510424763,15.431634528593548,518477.0013500799,6072.305234969621,2746.841731833879,4169.500553697018,59918.28065011683,64352.9980941408,1.0,0.0,102.3084506542859,76.43877206721396,BENIGN
30465.0,621224.3613445034,271.0,242.0,502266.64376827865,499241.7460869724,843.2843883927646,23.123071472999214,862.4614368003729,27.21142555175765,372885.09497267817,6181.522805014789,4748.967005293751,6065.2655254873525,42058.04361970639,39936.240352171495,0.0,1.0,120.54796510914873,95.85550751340686,BENIGN
25042.0,689449.8364059546,352.0,202.0,690765.7812721272,370736.8094443064,789.3529712679805,39.208778779100484,819.042212414283,27.011036593592884,361915.39734403667,6539.439063505771,4796.769713800384,3868.794604781031,36955.016331061604,35923.84653464617,1.0,1.0,118.97791084027554,107.11427857812372,BENIGN
32537.0,848183.0576566557,287.0,187.0,815477.5695862673,525985.8982016008,656.2288916631193,19.04694530975929,662.0910859008874,47.71068058324173,387655.2212638326,7168.470603484268,3344.543273350643,6299.87860494148,57291.69135021649,34320.83625101156,1.0,0.0,147.01491147916036,128.22724846639574,BENIGN
31372.0,541843.9526448335,349.0,141.0,407465.10975522356,578447.9371126515,509.2213443777736,32.220216710280845,681.060444102129,20.61279804334052,433637.3034181595,2556.767606046159,4654.964317324506,4667.972450811668,49997.622126031696,33764.907283856955,1.0,0.0,70.39678793050506,50.996012667455915,MALICIOUS
36049.0,471086.10394008807,242.0,176.0,415279.43106897303,608616.6080493444,712.3239446310001,41.63678949000374,641.1368651834508,31.736634514056632,324934.6597703814,4561.336535185758,4859.18514918842,4519.413193847844,31298.89805671443,46702.991407099806,0.0,0.0,73.03303026280739,98.66611366229941,BENIGN
30843.0,519645.12604057166,306.0,276.0,441187.58901467087,642541.6934531967,863.6954190759692,30.363831109338758,846.5867490674815,34.80013266887327,537341.9184774279,4790.483329694188,4033.3995183172888,5019.258024499379,47856.33373281493,63700.31131385302,1.0,0.0,102.63401389385416,85.11947638447178,BENIGN
27629.0,712276.8908815836,223.0,287.0,477249.103850709,246887.70259250025,989.5659954324738,36.52985268825451,1049.361247999579,36.71152698766085,450551.2961768935,7779.008663959018,3891.7074326121488,5585.424644704767,39065.24599697605,53555.73691188809,1.0,0.0,112.81955589141957,101.32106503488497,MALICIOUS
35812.0,430329.11341834546,362.0,129.0,400658.25327454,315107.0911834554,692.4612876180688,37.58468664694859,628.0048335838047,38.95550565419839,309683.8858072274,4491.1663001486895,4995.533825212242,6604.103267578775,51168.67036990919,51276.12397731851,0.0,0.0,81.5731825253643,80.31627388989787,MALICIOUS
32745.0,398420.3478348762,292.0,327.0,654376.4122164022,603987.0296922539,621.5274953740694,28.36066799727492,848.2705038582902,44.84270126097942,615975.9337976221,4009.661103146506,634.0584940878995,4830.881710403282,36477.8993996414,20418.61241418767,1.0,0.0,87.82838742111903,130.95751250612034,BENIGN
46189.0,421982.777403199,141.0,266.0,309306.69576404156,182020.57383215672,804.9043788659382,35.96178436469435,523.1132731231127,37.03418785440459,536050.1043453063,6160.881696792778,5143.652804586161,6620.721917732912,62799.88577261475,60460.1875726764,0.0,1.0,127.56824704879695,86.94925705092093,BENIGN
20475.0,836223.0948981025,414.0,221.0,933050.8729476655,461958.10620942916,584.9705177062727,14.897132638914321,597.2366781864516,30.122902581190218,461146.08387197077,8501.942158098958,1287.455762409099,4499.22733886646,38150.67819656864,23977.964506728244,0.0,0.0,189.66602830052622,130.53519787116645,BENIGN
43144.0,838285.2252671095,262.0,184.0,353762.3201756535,670195.6051103453,1088.453437965966,26.937328968435857,1280.629840122163,40.07405100549319,189202.9941557436,6483.689379508171,4886.874244515131,5879.427325268885,35648.66893302813,64658.87529270189,0.0,0.0,85.54939441594277,121.64775198809066,BENIGN
47575.0,283265.77770052344,318.0,218.0,772221.0196319093,442542.9854058102,530.6225466600505,44.009290739250844,580.6219699573746,39.17204257423208,573530.6159595182,5589.226015380194,1770.081790134156,4968.309386006093,55256.297459345646,53274.16890576182,1.0,1.0,93.2655673350393,151.1500317603747,BENIGN
51455.0,390632.06200364983,249.0,293.0,245868.5960713756,546278.5576580277,1096.1414596354932,27.87258776133523,636.4435794413711,29.287079688128117,640798.3751686141,1628.3089667689158,4649.240798465755,6990.153872155001,71667.07801076098,55313.337462390555,0.0,1.0,76.09336122088558,68.42473711156354,BENIGN
43440.0,313069.09084639716,350.0,112.0,663198.8899381291,472266.8934257562,349.28619821069475,37.25923148988257,505.3994091468962,45.47896570547135,295743.7869676879,2016.1532223315585,5977.194306765694,6375.89223632644,53066.24227562452,58637.63669622275,0.0,1.0,62.739316698015514,138.72111372820177,BENIGN
22434.0,588811.6119084385,299.0,207.0,317831.1963363326,484452.96696337895,603.7778292410613,26.17971450180699,624.646946975217,22.311813136982284,532612.5019385957,6620.929616483126,4262.34981434718,7774.2887643373015,34283.83836574309,26400.459936270738,0.0,0.0,111.08093045822183,70.6766213130119,MALICIOUS
29944.0,527433.2351032398,335.0,244.0,431003.1588158779,391633.15399655857,700.9266572776214,29.718130690257265,648.7805782246012,32.15987833585264,512798.98333514674,4076.1125401760632,3898.8259470382186,6082.836636760159,53647.40770452143,33443.85208491776,0.0,0.0,114.27898369805784,91.91450471328389,MALICIOUS
21054.0,705542.3146220439,195.0,208.0,267022.17067878734,392282.75488190167,571.5182174972368,31.716998722095276,862.1915527749904,33.723943927172066,440536.8211164614,8148.72660141932,6825.563951910184,5178.967783673526,30489.426955562663,59649.273641791515,0.0,1.0,107.66736339882421,86.3652342293317,BENIGN
26659.0,333117.19719336194,295.0,208.0,269697.7603727486,674472.6187747907,564.3120994742337,32.17473339411259,583.2087804490756,31.008978477259237,487334.74129279744,5163.147042018508,5696.889882881638,5950.447138424347,45257.555983521466,20554.730052284634,0.0,0.0,85.94213271812782,83.82935582036271,MALICIOUS
51504.0,362817.2329482294,246.0,173.0,213201.68895746872,533842.9707885081,705.570220698317,11.993624528591107,799.1032605270046,31.421547359842933,363723.3956754961,3778.18147882103,6195.179173712984,5796.1782907564775,39049.29127493228,46373.499052135456,0.0,1.0,103.49155385766824,56.69225938829929,BENIGN
38805.0,270072.93367919064,161.0,360.0,236367.07257302798,820673.685414828,1004.538868580395,33.93345742959065,686.0300063408724,27.14067474155583,571206.3124569,5433.157764514768,4006.8950395620864,5067.023618566097,44595.70065203208,45787.17597824653,0.0,1.0,131.99966170623216,69.75844400558809,BENIGN
24533.0,516641.860815211,328.0,222.0,386603.0378798721,628840.7051914727,858.304988962088,43.98966892236546,782.7343829960246,32.75476616934128,408716.48781278415,4516.178400735838,5327.819940838753,4705.3095456798765,38674.865147578916,56164.43546242641,0.0,0.0,91.04039623431763,66.75209469403596,MALICIOUS
40010.0,470493.60503588297,234.0,220.0,466728.1867122932,405712.4011184076,879.9203296470151,7.737522178231287,535.2845764881669,35.10642664876606,368003.1548182167,6630.133498432053,5028.803680729605,5420.069061607816,25567.60464214292,21372.33833178807,0.0,1.0,157.06401250451677,70.99539974848173,BENIGN
18865.0,589339.8942713881,235.0,182.0,209516.54152757674,671939.3999812473,585.3197606784987,34.326367014819965,732.9421832846432,51.62386306574642,402230.7500845147,6663.433980016065,6295.342309689314,7187.9553960344565,27148.215261595284,35240.97833039796,0.0,0.0,79.48711147764364,72.27052485864489,MALICIOUS
38447.0,727677.6369629946,230.0,269.0,709198.9017894977,854316.7231020592,744.0104511789841,41.180614680903766,1214.1574832657477,23.97817335142744,379540.5260845824,5321.9305173515795,2376.732690572201,5055.079724978044,77480.09748525507,58672.24711650105,1.0,0.0,123.31623037380413,94.86165886717113,MALICIOUS
34983.0,342000.59396890894,385.0,182.0,489274.5531935878,356518.4712109369,195.72464752013863,35.91438751720794,813.6461923772181,18.40420031202303,527011.226569941,3585.8750328892047,3571.2707802918335,6034.012936483943,64598.544677745085,49622.504681883176,0.0,0.0,122.87552095450884,60.436574009735956,MALICIOUS
7503.0,387110.3994297168,374.0,356.0,500733.7344922358,404245.0944467072,997.9020416111218,27.359357040730572,813.5698191175571,37.44177382406085,523493.2031216736,5551.655497097443,3182.0137566657477,7251.429324311371,52394.12938472012,62228.850736018685,0.0,1.0,82.56694893424907,106.01799336531957,BENIGN
26840.0,343259.398755957,240.0,253.0,235389.69830199314,331276.9248321902,1095.922240239771,37.11488032680659,592.0417292123379,21.04241045023925,305815.6843727049,6415.5150988449695,4937.880895737862,5898.895746856717,54009.662921771116,50662.33626649953,0.0,0.0,122.31254377002783,62.43760980723587,BENIGN
30714.0,345973.2760816745,443.0,210.0,682813.0866967567,701208.5199562756,785.9315067403662,14.569556895513704,259.21975778731576,19.341043970306533,519018.1228304066,3155.361110766077,3948.805990052231,5882.653368246344,29561.94783887586,25735.79137789644,0.0,1.0,74.69638674962262,133.3197981621058,MALICIOUS
32651.0,699178.7918294419,237.0,286.0,533040.8485788974,581184.8133414424,834.8578523669808,34.02750817547305,1102.500785886986,21.167249815094483,425486.9627144507,6074.127650928523,3359.8137508433783,7675.561234468754,50976.05146561511,75590.45604165117,1.0,0.0,144.7267516576766,68.66459155836846,MALICIOUS
